Interactor 1	Interactor 2
CG2150	CG7203
regucalcin	CG11267
eIF3g1	eIF3c
Moe	Prosalpha1
Hel25E	CCT6
Eno	Gpdh1
CG7920	Cs1
Ald1	CG2852
eEF1delta	Nacalpha
Yp2	CG32473
CG5355	CG10638
GluProRS	Kap-alpha3
Rpn12	Rpn13
Ost48	Idh3a
regucalcin	Akr1B
Ip259	CG8939
Mcad	CG33303
Ip259	l(1)G0020
RanGAP	cert
Rdh1	CG13887
wal	CG33253
mEFTu1	UQCR-C2
RpS5a	GluProRS
Eno	Hsp110
Su(H)	insv
PCNA	Sh3beta
Gp93	Vha68-2
OstDelta	PMCA
Hmgs	Pcyt2
MED30	MED4
CG7049	Hpf1
Hem	Cyfip
Tmep	CG7668
Mf	CG7920
Ntf-2	capt
Akr2E3	Akr1B
chic	Akr1B
Ald1	CG10638
blw	Rdh1
CG2852	Nacalpha
regucalcin	GstO3
Syx5	Use1
Trap1	clu
Rab2	Ost48
Rme-8	Syx8
porin	ATPsyngamma
Rab11	Vha68-2
GAPcenA	Nup358
U2A	Gem2
Surf4	spidey
Mlc2	Mhc
Arf1	Rpt1
hiro	tmod
Rab5	Nfs1
awd	capt
CG1532	Trx2
Glt	Pi3K68D
Acp1	CG4962
Df31	CG7054
cib	Chd64
Past1	Rpt1
CG10638	Pgk
CG5885	spidey
Tapdelta	Pp2A-29B
Hsp27	Hsp70Aa
Obp19d	Tpi
CG1532	Gmppb
RpS21	Hpf1
Surf4	jagn
wal	Sc2
Adh	Mlc2
Rcd1	MBD-R2
Rpt5	Pomp
AnxB10	Inos
ZnT63C	Karybeta3
porin	Kdsr
cathD	Droj2
Actn	Mdh2
MRP	Agpat3
wal	Nfs1
Syb	CG14767
awd	Fkbp12
hiro	nwk
Syp	btz
Cnx99A	UQCR-6.4
CycB	Cks30A
Ada3	Rcd1
Cyp6a13	JMJD6
GluProRS	SerRS
N	Pngl
MRP	UQCR-C2
MED25	ebi
Klc	Prosbeta5
Act79B	Obp56d
Akap200	regucalcin
Gos28	Membrin
Pglym78	CG10638
boca	scf
Sf3b1	Sf3b6
porin	ATPsyndelta
rdgB	RanGAP
Wdr82	CG18787
CG14207	Mhc
Pcyt2	Synd
mor	ZAP3
Calr	Trxr1
Prosbeta3	Rpn9
TpnC41C	CG5177
Syx5	Syx13
Ski6	Rrp4
eEF1gamma	cPges
blw	CG33303
spidey	UQCR-6.4
eIF3b	eIF3f1
I-2	Pp1-Y1
Ald1	Fer2LCH
RPA1	CG3165
ctp	insv
MED6	CG34159
Pi3K68D	Mcad
PCNA	Fkbp12
ATPsyngamma	Rpt1
Gtpx	CG14715
chic	capt
Gtpx	Tctp
Eno	Fkbp12
CtsL1	Gfat2
Eb1	Mdh2
CG7423	CG5157
chic	fabp
Ogdh	Mpcp1
ytr	CG4119
cib	Akr1B
eEF1delta	CG5174
CG10077	Atx2
CCT6	ScsbetaA
Mlc2	TpnC41C
HDAC1	CoRest
Dlc90F	JMJD7
Fer1HCH	Scp1
Hmgs	Tap42
Hsp26	CG14613
Rpn6	Prosalpha6
Act88F	ND-18
Prosalpha7	Rpn7
beta'COP	alphaCOP
CG2852	Prosalpha1
Calr	Acaa
GluProRS	ScsbetaG
Ost48	ATPsynF
l(1)10Bb	CG9667
dsh	MED30
Noc3	Ifrd1
Vajk2	CG32473
GCS2beta	SERCA
brm	MED6
pr	grsm
Cpsf6	CG34159
Gmppb	CG18787
CG11885	CG12321
Hmgs	Pdss2
scu	EndoGI
Got1	Treh
Atpalpha	Vha68-2
Rpn13	Prosalpha3
HINT1	CG11267
Strica	CG8478
l(2)k01209	az2
ref(2)P	Prosalpha1
Rpt3	Prosalpha1
CG6340	Pdss2
Act88F	Ald1
Vajk2	CG31343
Spindly	Sc2
Eno	Tctp
Spindly	SERCA
CG1532	CG11777
CG5355	CG14715
awd	CG8036
CG6610	CG10418
RpLP0	scf
Akap200	CG4598
Nxt1	Nemp
dsh	MED27
nop5	Ns1
Pi3K68D	scf
Sod1	CG10638
Tim8	Oscillin
Rpt5	Rdh1
Eno	Pglym78
Rpt1	CG11885
Cnx99A	CCT6
mAcon1	CG5177
Rab7	Rab6
Idgf4	apolpp
CG13319	PSMG1
fz4	wntD
Hel25E	SERCA
ATPsynD	ATPsyngamma
l(1)G0320	CG1416
Cam	CG9166
Hsp83	Df31
Calr	regucalcin
MED8	MED10
ash2	Set1
CG11656	rdhB
Akr2E3	EndoGI
CG11596	JhI-26
Arc1	CG18787
Prosbeta2	Prosalpha1
ScsbetaG	Rdh1
Map205	Atx2
ICA69	nwk
CG4611	mTerf3
dom	MrgBP
Tctp	CG14715
wal	Past1
wal	cathD
up	TpnC4
CG2852	CG8993
CG13887	Rer1
Adh	Actn
Rpn7	PSMG1
up	Cs1
Prosbeta4	Rpn13
snRNP-U1-70K	CG4119
rdgB	l(2)k01209
AnxB10	CG5174
RhoGDI	GstE3
dod	fabp
Uch	Trx2
Syx5	Gos28
Vps60	HSPC300
Arf1	mge
Snr1	MED14
Ist1	HSPC300
Hsc70-2	CG10887
CG10418	SLIRP2
PGRP-LE	RpS11
CG32344	tum
Rs1	nop5
Eno	Trxr1
Trxr1	CG2852
Uch	capt
CCT2	CCT7
wal	ScsbetaG
Rab2	fax
Moe	Nlp
Nlp	Akap200
Inos	CG8888
Act57B	Gip
Atpalpha	Ost48
Spindly	Sec61alpha
Vha36-1	Vha14-1
RhoL	Arl8
Rpt1	Rpn3
cpb	Arpc3A
Treh	Yod1
Mpcp2	Cyt-c1
Gapdh1	betaTub85D
ATPsyngamma	Gp93
Gnf1	RfC4
Rer1	CG31729
Hsp26	Hsp70Aa
Gpdh1	Yp3
fln	mAcon1
Fkbp12	Sh3beta
fax	regucalcin
regucalcin	Rae1
Larp4B	MED4
Nlp	CG8036
Fkbp14	CG2767
CG34159	ebi
CG2852	Gtpx
Ald1	ATPsynCF6
CG4278	isoQC
Use1	Sec22
Rpn8	Prosalpha7
Sec63	Ipo9
Uch	CG10638
Vha100-1	VhaAC45
ZnT63C	CG14767
Rpt3	Rpn2
14-3-3epsilon	CG4570
drl	Golgin97
COX7AL2	Mhc
CG8578	Swip-1
CG5973	rept
dsh	MED23
CG2767	Acaa
CG6340	CG10949
Gpdh1	up
boca	UQCR-C2
Sod1	Cyp1
Nlp	CG11267
AspRS	MetRS
mEFTu1	SerRS
Ald1	Lsp2
cathD	Mec2
Hsp22	hyd
regucalcin	CG10184
Rpn1	CG12321
CtsL1	ScsbetaG
ZnT63C	Scamp
Gtpx	Akr1B
Rdh1	Cyp12d1-p
Mpcp2	Rab39
Calr	Nacalpha
Uch	CG8036
eIF3h	eIF3m
Rab7	CG33303
Septin1	Septin5
Prm	Mhc
Mec2	CG7668
Droj2	Gp93
Mlc1	CG14207
Cnx99A	Grp170
Cdk8	MED6
Rab7	Rdh1
msn	Srp72
Arf1	Gp93
MED4	MED10
Glyp	CG32473
Syx1A	Gos28
Prm	Cs1
gammaTub37C	PhKgamma
Ald1	AnxB10
Tm1	Swip-1
Gdh	Mlc1
Ald1	Scp1
Adh	Tsf1
brm	MED18
Act88F	COX7AL2
Snap29	Membrin
Syb	Gos28
Gdi	regucalcin
r	GluProRS
porin	OstDelta
Uch	scf
dsh	Cpsf6
Clic	CG10265
CG13829	Vha14-1
Gdh	ATPsynB
Ssb-c31a	Srrm234
Sh3beta	CG2767
Inos	cib
Chc	CCT4
Srp54	hfp
Glyp	Scp1
Prosbeta3	CG7675
Rpt6	Rpn3
Gpdh1	CG14207
Arf1	OstDelta
HmgD	cib
Ipo9	Gfat2
Membrin	Vti1a
Cdk8	CG17002
Pcb	ScsbetaG
CG11596	Hibch
Df31	CG7049
CG7203	CG34205
Pcyt2	CG1635
CG4598	CG8036
chico	Vps60
alphaTub84B	h-cup
Su(Tpl)	Ice1
Mpcp2	Agpat3
ATPsynG	Jwa
GstO3	Acaa
porin	Cisd
CG8036	fabp
D12	MBD-R2
Kap-alpha3	MRP
Rab5	ScsbetaA
Prosbeta1	CG7675
dnk	nwk
Yp1	CG16826
Mlc2	ND-PDSW
indra	MED17
ATPsynbeta	Nlp
Tsf1	CG31343
CycB	CycB3
PCNA	fabp
MRG15	Lst8
awd	fabp
Hel25E	Gp93
dsh	mor
MED8	MED27
Chc	Psa
CCT3	Rpt6
cPges	FipoQ
mor	Psi
Nlp	Fim
Gpdh1	Ogdh
Nlp	RhoGDI
Inos	CG2852
TFAM	RfC4
Rpt5	CG1416
CCT6	CCT4
CG10265	Chd64
mor	MED23
Prosalpha4	Prosalpha1
l(1)10Bb	Prp8
SerRS	Cyp12d1-p
MED8	MED11
GluProRS	Pp2A-29B
prod	bocks
MED14	MED30
Tsf1	CG34205
eIF1A	CG11777
Inos	Spindly
pths	CG8545
CG9205	Sk2
Adh	Fer2LCH
Bacc	CG8036
Hsp60A	Mettl2
eIF4B	Chd64
CG3008	CG34159
enc	Bap60
qkr58E-3	qkr54B
Eno	Scp1
awd	Inos
OstDelta	Rer1
CCT3	Cyp12d1-p
vkg	CG7049
CG14715	Akr1B
ScsbetaG	CG1371
Calr	eEF1delta
Atac2	Hcf
Argk1	apolpp
PCNA	scu
Rpn2	Prosalpha1
l(1)G0020	alt
CG8142	RfC4
EndoGI	Sh3beta
Psi	MED17
ApepP	Srrm234
Act88F	Tm2
hyd	Rpt1
MED8	MED4
CG4612	CG4611
Chc	Rpn1
Rpt4	Rpn3
Rpn8	Prosbeta1
Prosbeta2	CG11885
Hrb27C	Targ2
Yp2	CG34205
Eb1	CG2852
Pcb	Cyp12d1-p
pr	Bacc
CG7071	VhaAC45
Ald1	Pgk
Argk1	CG7920
Snr1	MED18
Hsp27	Phb2
CG5174	GstE6
eIF3m	eIF3f1
MED4	MED7
TrpRS	Psa
Ugt316A1	CG31729
ATPsynCF6	Cyt-c1
Gdh	ATPsynF
Pglym78	Nacalpha
Sc2	CG33303
mPges2	CG9577
scu	capt
ix	MED20
CG3793	ICA69
scu	CG5355
Syx13	Bet1
Eb1	CG4598
Shc	Tmep
brm	dsh
Argk1	TpnC41C
Got1	BthD
Mcad	Pdhb
Fer2LCH	Mhc
Pi3K68D	CG9467
Gpdh1	Mpcp1
alphaTub84B	CG6550
CG4949	Tep4
Psi	MED7
Hmgs	CG10347
Rab14	CG32219
fln	COX5A
cert	Bcs1
scu	Akr1B
Ald1	CG31343
Parp1	Irbp
Wdr82	Rbbp5
MED31	MED7
CG16826	CG34205
porin	Rab6
Hsp83	ATPsynbeta
Cpsf6	osa
r	CG3008
Klc	Prosalpha6
HINT1	CG8036
Calr	CG8993
EndoGI	CG14715
Rab2	Rab11
wal	mge
DCTN2-p50	DCTN5-p25
CG3793	JMJD6
Cdk8	MED14
Rpt6	Nfs1
Bacc	Prx6c
MED18	Ptip
Phb1	porin
dom	CG8745
Acp65Aa	Vajk2
brm	MED27
Hsp26	h-cup
Rpn7	Rpn6
r	Mcad
scf	CG11267
Rpt1	CCT2
fs(1)Yb	vret
AnxB10	Prosalpha2
Fim	CG9467
Act88F	fln
Argk1	Glyp
Mlc2	Acp1
Gnf1	RfC3
jagn	Ipo9
mt:CoII	CG1416
Stip1	capt
Mcad	CG32638
CG7675	Prosalpha2
chic	Tctp
MRP	UQCR-6.4
MED18	Gtpbp2
GCS2beta	Mcad
Arc1	Rae1
Ldh	Droj2
CG31343	CG32473
mtSSB	CG42557
Fkbp14	Bacc
Rab4	Sc2
pths	bdwf
Sec20	Ykt6
Df31	cib
Prosbeta3	Prosalpha1
eIF3k	eIF3a
cib	Bacc
Cds	Ost48
MED14	MED10
Syx13	AttD
SerRS	Rdh1
Stip1	HINT1
mTerf3	CG4553
Chd64	Sh3beta
wal	Mcad
MED18	MED17
Akap200	Nacalpha
Calr	Ntf-2
Ost48	spidey
rdgB	Bcs1
MED23	MED7
mAcon1	ATPsynB
Adh	Prm
boca	MED7
l(1)G0020	Srp72
CG11777	CG10265
mt:CoII	Mec2
Nlp	Eb1
Hsp60A	Rim2
CG4325	Atg16
Chc	Rop
Cnx99A	Kdsr
Lsp2	Vajk2
Treh	RpS21
Cnx99A	ScsbetaA
CG10265	Sh3beta
Calr	CG14715
Nlp	dUTPase
Rab4	Scamp
Surf4	Mcad
Gnf1	bocks
MRP	Spt-I
gammaTub37C	mRpL1
CG6701	larp
CtsL1	CG33303
CG31198	CG31343
Adh	Gdh
HIP-R	CG1635
wal	Idh3a
Hsp26	pkm
Pglym78	Scp1
CG11596	Pcyt1
CCT3	Kap-alpha3
CG17002	Usp10
Hel25E	Mec2
Rab7	Mcad
CG9662	CG13220
blw	Gp93
wal	CCT3
Ost48	ScsbetaA
eEF2	Mdh2
HmgD	Mdh2
Hsp60A	CG5902
Hsp23	Hsp70Aa
Calr	dod
Gtpbp1	Srp72
Coq6	CG10949
porin	SsRbeta
Prp38	CkIIalpha
Lsp2	Glyp
Trxr1	Df31
boca	MED10
cert	GAPcenA
AnxB10	dod
MED23	MED4
Atpalpha	Scamp
rdgB	Nup358
scf	Akap200
GluProRS	Sec61alpha
p38b	CG14207
Nlp	regucalcin
Rpt4	UQCR-C2
Non1	CG6712
scu	Prx6c
MED8	Sec23
GluProRS	Nfs1
Mlc2	Obp56d
CG8306	CG31460
Tapdelta	SERCA
Gnf1	Parp1
Pglym78	CG31343
Prosbeta3	Rpn7
cert	Sk2
Df31	Akr1B
chico	Flo1
Gem3	Gem2
mAcon1	COX7AL2
Uch	Pgk
Idh3a	Pp2A-29B
Cnx99A	CCT4
Hsp26	Cyp4e2
AnxB10	CG4598
Fkbp12	Akr1B
Prm	Fer2LCH
eEF2	fabp
wal	spidey
Hsc70-2	clu
Gnf1	CG8142
Rpn6	Rpn5
Prosalpha4	Rpn9
Moe	CG14715
chic	Nlp
Ost48	Spt-I
Rpn7	Rpn3
Pcb	Gfat2
Larp4B	MED17
inc	Cul3
SerRS	Mcad
Hmgs	Lst8
Mlc2	ATPsynCF6
dsh	MED4
MED8	ebi
Fer2LCH	Obp44a
Rpt2	PSMG1
ash2	trr
Yp2	Fer2LCH
Ptip	Usp10
HINT1	Trx2
Uch	eEF1delta
Pglym78	CG14715
Cyt-c1	Mf
Bcs1	Sk2
Dhx15	CG6701
Fer2LCH	CG34205
MED20	Cdk8
CCT3	Nfs1
Fkbp14	Akap200
Mlc1	Cs1
GluProRS	CCT3
Bap60	Gtpbp2
CG10077	AGO1
VhaM9.7-b	VhaAC45
MED17	CG34159
Acp1	Acp65Aa
CG33253	Sc2
ERp60	CG10638
ATPsynCF6	Cs1
MED30	ebi
GstO3	dUTPase
AIF	Bcs1
CG9467	Art4
Parp1	Ku80
REG	CG11885
CCT1	CCT4
AnxB10	PCNA
boca	Cnx99A
chic	Eno
CG1416	UQCR-C2
OstDelta	ScsbetaA
Nfs1	UQCR-C2
awd	HINT1
Chc	boca
Idh3a	Spindly
Rpn9	Prosbeta5
CCT6	GCS2beta
Hmgs	nwk
Cpsf6	Usp10
Mcad	ScsbetaA
CG13220	Sec61alpha
Syx16	Sec22
Pez	AhcyL1
RpS21	Arc1
Gtpx	dUTPase
AP-2sigma	Larp7
CG5577	CG30281
CG4598	CG13887
Gapdh2	CG16826
RfC3	TFAM
Rpt1	Gfat2
cib	CG2767
eIF3j	CG3687
CG1910	Eb1
Membrin	Ykt6
MED10	MED17
Cnx99A	CG1371
Fkbp14	scf
CCT6	ScsbetaG
mEFTu1	Idh3a
Hmgs	ICA69
Actn	ND-PDSW
Mpcp2	Mec2
Ldh	wal
Arf1	Tapdelta
GCS2beta	Gp93
Gnf1	indra
Gfat2	CG33303
CG8036	CG14715
awd	CG10638
AnxB10	Fkbp12
Hsp110	Sh3beta
Calr	CG11267
fax	CG13887
eIF3l	eIF3d1
dsh	CG34159
MRG15	hiro
ash2	Cfp1
Trx2	Akr1B
RhoGDI	CG14715
Ald1	PCNA
Rpt1	CG12321
Pi3K68D	Pp2A-29B
CG11267	Nacalpha
ix	MED27
qkr58E-3	CG4612
Pcb	Nfs1
CG1910	Chd64
AnxB10	Mdh2
AnxB10	GstE6
Adh	ATPsyndelta
Rpn7	Prosalpha2
az2	CG9205
sbr	Nup358
MED30	MED27
Atpalpha	Karybeta3
Ssb-c31a	Df31
Rpt2	Rpt6
Rpt5	Rpn6
Noc3	Srp72
CtsL1	Nfs1
ATPsynF	Mhc
Prosbeta1	CG12321
qkr58E-2	CG4612
Pomp	CG13319
HINT1	Akr1B
Rab5	Gp93
ix	enc
CG7049	Plod
GstS1	TpnC4
Cand1	Sc2
row	nxf2
Fer1HCH	sel
Mlc2	ATPsynF
Gnf1	TFAM
Hsp60A	CG4461
fln	TpnC4
Bacc	Sh3beta
Idh3a	CG33303
CG10949	Pcyt2
CG13001	CG17260
PCNA	Nph
CG13319	Prosalpha6
Adh	Fer1HCH
Rga	Not1
CG6686	Arglu1
MED15	MED27
Tom70	mrva
Mec2	Ipo9
nxf2	cmet
CCT4	Mcad
Prm	CG14207
HINT1	CG10638
Pglym78	Mdh2
Prx6c	GstO3
Scp1	Mf
Ogdh	ND-PDSW
rdgB	Sk2
Fkbp14	Cs1
ix	MED16
Ccs	CG11777
Fer2LCH	Obp56d
mtSSB	CG10214
Rpn5	Rpn2
AnxB10	CG14715
Tapdelta	ScsbetaG
AnxB10	Nph
Scamp	Sec61alpha
boca	Pih1D1
Fkbp12	Trx2
ATPsynO	jagn
Pgd	Fkbp14
MED20	MED6
Eno	GstS1
Ald1	Yp2
baf	CG42557
CG5174	Nacalpha
tyf	Atx2
Scp1	Mhc
CG9951	CG7168
Sod2	Akr1B
Calr	GstE6
Chd64	capt
AttD	Sec22
Ptip	ebi
MED15	MED23
wal	mt:CoII
spidey	Nfs1
Syb	Tmep
CG8993	fabp
Nfs1	CG33303
skd	ebi
Rdh1	Sc2
l(1)G0020	Noc3
Ost48	Rer1
Cnx99A	cathD
HmgD	Bacc
PCNA	capt
CG8939	pths
CG5973	CG8745
AnxB10	Hsp83
Nlp	Mdh2
CG8888	Lst8
qkr58E-3	Syp
betaCOP	Nfs1
Prosbeta5	CG15717
Nlp	Chd64
Ist1	Flo2
Ipo9	Karybeta3
Glt	CG33303
Surf4	CG5447
SsRbeta	CG2065
Uch	Chd64
OstDelta	Mcad
CG1513	Sk2
Eno	Ntf-2
TpnC41C	Scp1
Yp3	CG32473
eEF1delta	CG10638
AnxB10	Pglym78
Rpn13	Prosalpha1
eEF1delta	Arglu1
awd	ATPsynCF6
Bacc	Pez
Mlc1	TpnC41C
Rpt2	Prosalpha3
CG2021	SmD2
Prosbeta1	Rpt3
chic	Df31
Hsp23	Idgf5
porin	CG7668
Ip259	CG6937
Rpn13	CG12321
Hsp26	CG3434
Prp8	CG6015
Eno	Akr1B
eIF1A	CG2852
Bap60	Bap55
eIF3g1	eIF3a
Rop	Rpt5
skd	MED14
RpS21	CG18787
boca	MED8
Pgd	CG14715
Past1	Sec61alpha
Df31	cPges
Akap200	RhoGDI
ox	CG33303
Hsp110	CG14715
Prosbeta5	Pomp
Chmp1	Vps24
Art8	Hpf1
Prosbeta6	Prosalpha1
Use1	Syx13
Cnx99A	CG3902
RluA-2	Cen
Moe	Gtpx
eIF3e	eIF3a
exu	Cbp80
Nacalpha	dUTPase
CCT1	wal
Argk1	CG7409
Glt	Art4
Pmm2	CG33303
CG6171	CG18787
pr	Pez
Fim	OstDelta
eIF3h	eIF3l
Eno	CG8036
cliff	GAPcenA
Prx6c	fabp
Pgd	Clic
Nlp	eEF1delta
Fer2LCH	Scp1
dsh	MED25
Rpt5	Psa
Uch	Acaa
Hmgs	Sil1
CG8939	Ns2
Acp1	Obp56d
Hsc70-3	CG12691
Mpcp2	UQCR-C2
Sh3beta	dUTPase
Mps1	mad2
CG7049	Trx2
Rae1	Chd64
Calr	CaBP1
ScsbetaG	UQCR-C2
CG12012	Ndfip
RanGAP	Ask1
CG2691	CG8939
AhcyL2	AhcyL1
MED20	MED17
ATPsynbeta	Chd64
Cen	row
CG7601	CG33253
CCT7	Cyp12d1-p
Ald1	Gpo1
Rab2	Sc2
Uch	CG6180
eEF1gamma	eEF1delta
Vps60	shrb
mrj	DnaJ-1
Prosbeta3	CG13319
ix	Cdk8
CCT6	Kap-alpha3
Ssdp	MED4
Ost48	ATPsyndelta
Rs1	CG8939
cmb	Flo2
Chchd3	Mitofilin
Ldh	Hel25E
awd	Pgd
Hsp110	CG10638
fax	Cnx99A
spidey	Pp2A-29B
CCT3	CG1416
r-l	CG11596
ScsbetaG	GCS2beta
chic	Nacalpha
MED18	ebi
Ssb-c31a	Arglu1
cPges	Nacalpha
Agpat3	UQCR-C2
awd	CG8993
Fkbp14	capt
MRP	Rer1
Septin2	Septin5
Pvr	CG14767
Gapdh2	Yp2
Rab2	CG33303
Snap29	AttD
wal	blw
Stip1	GstO3
Atac1	Atac2
Fkbp14	GstO3
Atpalpha	Sec61alpha
Swip-1	Arp3
Fim	Inos
SerRS	cPges
RabX1	HIP-R
Eno	Moe
Kap-alpha3	CCT7
CG1910	Hibch
CG4860	Arc42
Nlp	Stip1
Adh	Obp56d
Rpt2	Prosbeta5
BthD	CG5746
Actn	Idh3a
Pi3K68D	Nfs1
Gdh	ATPsynD
fabp	CG14715
boca	RpS19a
ox	GCS2beta
Rpt2	Prosalpha6
Irbp	Ku80
Adh	Pglym78
sun	ATPsyngamma
Pus10	CG7407
Swip-1	Arpc3A
Mlc1	Cyt-c1
Rae1	CG14543
Rpt1	Rpn2
gammaSnap1	Syx13
RhoGDI	CG2767
CG7737	CG11474
dom	Mapmodulin
wal	ox
ox	ATPsyngamma
cPges	Akr1B
CtsL1	Tapdelta
boca	Larp4B
Prosbeta1	PSMG1
Stip1	Sh3beta
Mec2	Gp93
Rab11	Prx6c
Rpn9	Prosalpha3
Hel25E	cathD
CG7668	Veneno
CG31729	Sec61alpha
Df31	Fim
RpLP0	Pi3K68D
Echs1	CG12768
l(1)G0020	CG4364
Sec20	Gos28
Fkbp14	scu
Surf4	CG15098
Psi	MED27
CG14207	Cs1
Echs1	capt
Uba2	UbcE2M
MED20	CG17002
eEF1delta	GstE6
Naglu	CG1092
Eno	Calr
ATPsynO	COX4
CG8229	Ice1
mEFTu1	Nfs1
RpS15Ab	CG32219
REG	Pomp
Treh	CG18787
Rdh1	Cisd
CG10638	Prosalpha6
Rpt2	UQCR-C2
CG2852	fabp
AnxB9	Akr1B
Ldh	blw
mAcon1	Cyt-c1
Hrb98DE	glo
GstS1	Cs1
Pfdn4	mgr
Chrac-14	Sgf29
bai	p24-2
Ost48	CG9662
MED20	MED27
Pi3K68D	CG3902
UQCR-6.4	OstDelta
boca	MED14
Uch	Akr2E3
UQCR-6.4	Cyt-c1
Ku80	RfC4
Cul4	CG31855
Rae1	Gmppb
Prosbeta2	CG15717
CG5506	CG32473
drk	mop
Sc2	Sec61alpha
Klc	Prosbeta1
Fim	Prx6c
Lrpprc2	btz
Ald1	up
Fkbp14	Df31
Fkbp14	CG5174
ATPsyngamma	UQCR-C2
ND-B17.2	ND-20L
AnxB10	porin
Syb	Rab4
Rpt3	Rpt1
Yp3	CG34205
Rpt6	Rdh1
Mapmodulin	pont
dsh	Usp10
ND-75	ND-49
dod	GstO3
row	Slmap
bbc	Sc2
CG2852	GstO3
Syx13	Membrin
Prosbeta6	CG13319
MED15	CG17002
CG8993	Trx2
CG1910	Clic
Gpdh1	CG31343
Rab7	CG9662
az2	Nup358
Prosbeta3	Rpn2
spidey	SERCA
cathD	Gfat2
Atpalpha	Kap-alpha3
Eno	Sh3beta
Hmgs	Hsp60A
Arp2	Swip-1
eIF3b	eIF3l
Bx42	CG6015
MRP	Kdsr
up	CG5177
enc	CG17002
cib	Mdh2
Adh	Ogdh
Prosalpha5	Rpn6
Mlc2	Cs1
MAPk-Ak2	p38a
cib	Nacalpha
Cnx99A	LanB1
Ost48	Mec2
Vap33	Agpat3
AnxB10	Pgd
Sec20	Sec22
Iris	CG8475
Bap60	CG9922
MED18	MED8
AspRS	SerRS
Kap-alpha3	Nfs1
Ada3	MBD-R2
betaCOP	CG33303
Rb97D	mahe
HmgD	Nlp
bon	east
mAcon1	Mf
Akap200	cPges
AnxB10	Prx6c
Nlp	scf
Prosalpha2	Prosalpha1
Rab4	MRP
Prosalpha4	Akr1B
Hsp27	CG3434
Sec61alpha	SERCA
Chc	spidey
RPA1	psq
Pglym78	RhoGDI
Swip-1	Rae1
Prm	up
Eno	CG11267
emb	MRP
Argk1	Tm2
mor	MED30
CG10470	UQCR-6.4
N	CG10916
Rpt5	Rpn5
MED23	Gtpbp2
Rpn6	Rpn9
eIF1A	Akap200
Mcad	Ipo9
Cdk2	Cks85A
AnxB10	scu
armi	vret
dod	Nlp
Bx42	CG1965
Prosbeta5	Prosalpha1
ix	mor
Eno	CG4598
chic	Chd64
CG14036	SdhA
Rab5	Agpat3
Rpt1	Sc2
l(1)G0020	CG8611
Mpcp2	Mcad
Hsp26	SPE
snRNP-U1-70K	Arglu1
MED20	MED30
Sec61alpha	UQCR-C2
CG13220	Sc2
Nup214	Nup62
CG1416	Sc2
betaCOP	ScsbetaG
Gpdh1	Cyt-c1
ATPsynB	Mf
Rpn8	Rpt5
az2	CG1513
Arf4	mge
RpL7-like	RpL24-like
Ldh	CG15098
Sh3beta	RhoGDI
Rad9	Hus1-like
Ada3	Hcf
RfC38	Ku80
chic	Bacc
Non1	CG4364
Nfs1	Gfat2
Naglu	P58IPK
Adh	Cs1
CG15717	UbcE2M
sun	ATPsynD
Eb1	eEF1delta
CG13220	Pp2A-29B
DMAP1	CG8745
Rdh1	CG31729
Ldh	Kdsr
porin	CG33303
Ald1	COX7AL2
Rpn1	Pomp
Yp1	Yp2
betaCOP	CCT3
baf	CG10214
Mlc2	Prm
CG15047	RfC4
Ns1	Ifrd1
Ldh	SERCA
CG3008	CG9467
eEF1delta	cPges
Larp4B	Tdrd3
hfp	Srrm234
GstS1	Mdh2
COX7AL2	Mdh2
Adh	Lsp2
Mpcp2	Idh3a
Adh	Mhc
enc	Cdk8
mor	MED6
Moe	Akr1B
awd	Hsp110
ana2	Fgop2
Hsp110	flr
EbpIII	Obp99c
Surf4	Sc2
Hmgs	hiro
Mpcp2	Kap-alpha3
Hsp60A	CG1910
Hrb98DE	Hrb87F
Men	Moe
AIMP1	MetRS
Fkbp12	Mdh2
Naglu	Torsin
Atac1	Mocs2B
blw	UQCR-C2
NiPp1	sds22
Snap25	Bet1
CG2852	Prosalpha6
Tapdelta	Ipo9
cert	AIF
Actn	TpnC41C
Mcm7	CG33303
kst	Pi3K68D
Irbp	TFAM
Nlp	cib
Pvf2	P58IPK
Flad1	Lst8
HINT1	CG2852
CG1532	Art8
Ssdp	MED30
Top1	ppan
Rpt4	CG12321
Moe	Tudor-SN
awd	Df31
EndoGI	Prx6c
I-2	CG13994
Gcn5	Atac1
awd	dod
Prx6c	GstT1
ND-75	NdufV3
Srp54	Dhx15
rdgB	CG1513
beta-Man	P58IPK
regucalcin	Clic
Arpc1	Arp2
Fim	CG10638
Rpt2	Rpt5
CG11885	Rpn13
cliff	CG9205
mEFTu1	Cyp12d1-p
ix	Ptip
Ost48	CG2070
RpS21	regucalcin
Rab7	Rpn1
AspRS	IleRS
Adh	CG5177
Df31	CG18787
Idh3a	Nfs1
dos	chico
Calr	Akr1B
SerRS	CG3902
Adh	Tm2
Rpt6	CCT6
CG11596	Nup44A
Psi	AGO1
Cand1	Agpat3
Ras64B	UQCR-C2
ash2	Hcf
Ald1	Cs1
Moe	Trxr1
Lsp2	CG5506
Ald1	RhoGDI
MED20	ebi
Syx5	Bet1
Wdr92	CG4849
Idh3a	CG9467
rdgB	cert
Hsp27	Rpt1
drk	Hexo1
HINT1	CG4598
eEF1delta	Mdh2
Fer1HCH	PH4alphaEFB
Act5C	CG10657
